Source: Spectrum Viewer

Chart: Pulse Spectrum

Series: 
Wavelength (nm)	S (a.u.)
617.638	0.032124
617.773	0.0308559
617.908	0.0317013
618.043	0.0319831
618.178	0.0316309
618.313	0.03149
618.448	0.0317718
618.583	0.0323353
618.718	0.0321944
618.853	0.0312786
618.988	0.0325467
619.123	0.0325467
619.258	0.032124
619.394	0.0318422
619.529	0.0315604
619.664	0.0315604
619.799	0.0314195
619.934	0.0331103
620.069	0.0319831
620.204	0.0317718
620.339	0.0312082
620.474	0.0321944
620.609	0.032124
620.744	0.0319831
620.879	0.0318422
621.014	0.0321944
621.149	0.0313491
621.284	0.0324058
621.419	0.0307855
621.554	0.0314195
621.689	0.032758
621.825	0.0324058
621.96	0.0320535
622.095	0.0312082
622.23	0.032124
622.365	0.0326171
622.5	0.0322649
622.635	0.0316309
622.77	0.0323353
622.905	0.0312786
623.04	0.0326171
623.175	0.0314195
623.31	0.0318422
623.445	0.032124
623.58	0.0312786
623.715	0.030715
623.85	0.0322649
623.985	0.0324058
624.12	0.0324762
624.255	0.0315604
624.39	0.0337443
624.525	0.0324762
624.661	0.0319126
624.796	0.0324058
624.931	0.0320535
625.066	0.0317013
625.201	0.032758
625.336	0.0323353
625.471	0.0312082
625.606	0.0326171
625.741	0.0326876
625.876	0.0319126
626.011	0.0318422
626.146	0.0315604
626.281	0.0316309
626.416	0.0322649
626.551	0.032124
626.686	0.0331103
626.821	0.0319831
626.956	0.0320535
627.091	0.0318422
627.226	0.0316309
627.361	0.0310673
627.496	0.0316309
627.631	0.03149
627.766	0.0321944
627.901	0.0312786
628.036	0.0320535
628.171	0.0319126
628.307	0.0315604
628.442	0.0325467
628.577	0.0319126
628.712	0.0324058
628.847	0.0319831
628.982	0.0316309
629.117	0.0323353
629.252	0.0313491
629.387	0.0314195
629.522	0.0324058
629.657	0.03149
629.792	0.0319126
629.927	0.0317718
630.062	0.0321944
630.197	0.0312786
630.332	0.0318422
630.467	0.0315604
630.602	0.0317013
630.737	0.0319126
630.872	0.0320535
631.007	0.0320535
631.142	0.03149
631.277	0.0313491
631.412	0.0319126
631.547	0.0317718
631.682	0.0318422
631.817	0.0317013
631.952	0.0307855
632.087	0.03149
632.222	0.0323353
632.357	0.0309968
632.492	0.0318422
632.627	0.0326876
632.762	0.0318422
632.897	0.0311377
633.032	0.032758
633.167	0.0319126
633.302	0.0314195
633.437	0.0314195
633.572	0.0322649
633.707	0.0325467
633.842	0.0318422
633.978	0.0320535
634.113	0.03149
634.248	0.0319126
634.383	0.0324058
634.518	0.0313491
634.653	0.0325467
634.788	0.0326171
634.923	0.0320535
635.058	0.032124
635.193	0.0323353
635.328	0.0319831
635.463	0.0310673
635.598	0.0326171
635.733	0.0325467
635.868	0.0326171
636.003	0.0324058
636.138	0.0326876
636.273	0.0325467
636.408	0.0320535
636.543	0.0324058
636.678	0.0319126
636.813	0.0320535
636.948	0.0320535
637.083	0.0326171
637.218	0.0320535
637.353	0.0308559
637.488	0.0323353
637.623	0.032124
637.758	0.0316309
637.893	0.0324058
638.028	0.0317718
638.163	0.0324058
638.298	0.0321944
638.433	0.03149
638.568	0.0319126
638.703	0.0319831
638.838	0.0315604
638.973	0.0309264
639.108	0.0320535
639.243	0.0329694
639.378	0.0312786
639.513	0.0319126
639.648	0.0310673
639.783	0.0325467
639.918	0.0319831
640.053	0.0326171
640.188	0.0313491
640.323	0.032124
640.458	0.0322649
640.593	0.0323353
640.728	0.0324058
640.863	0.0317718
640.998	0.032124
641.133	0.0313491
641.268	0.0321944
641.403	0.0323353
641.538	0.0318422
641.673	0.0326876
641.808	0.0315604
641.943	0.032124
642.078	0.0312082
642.213	0.0319831
642.348	0.0319831
642.483	0.0323353
642.618	0.0319126
642.753	0.0328989
642.888	0.0324058
