Source: Spectrum Viewer

Chart: Pulse Spectrum

Series: 
Wavelength (nm)	S (a.u.)
617.638	0.0277727
617.773	0.0272844
617.908	0.0283831
618.043	0.0277117
618.178	0.0280168
618.313	0.0271013
618.448	0.0276506
618.583	0.0282
618.718	0.0275896
618.853	0.0273454
618.988	0.0277117
619.123	0.0283831
619.258	0.0281389
619.394	0.028322
619.529	0.0281389
619.664	0.0285052
619.799	0.0270402
619.934	0.0275285
620.069	0.0273454
620.204	0.0277727
620.339	0.0273454
620.474	0.0287493
620.609	0.0274065
620.744	0.0274675
620.879	0.0279558
621.014	0.0280168
621.149	0.0272233
621.284	0.028322
621.419	0.0278337
621.554	0.0279558
621.689	0.0274675
621.825	0.0272844
621.96	0.0279558
622.095	0.0278337
622.23	0.0278948
622.365	0.0277117
622.5	0.0281389
622.635	0.0283831
622.77	0.0277117
622.905	0.028261
623.04	0.0281389
623.175	0.0274675
623.31	0.0274065
623.445	0.0278337
623.58	0.0279558
623.715	0.0281389
623.85	0.0276506
623.985	0.0281389
624.12	0.0286883
624.255	0.0276506
624.39	0.0271623
624.525	0.0277727
624.661	0.0275896
624.796	0.0275285
624.931	0.0285662
625.066	0.0274065
625.201	0.0275285
625.336	0.0279558
625.471	0.0278337
625.606	0.0267961
625.741	0.028261
625.876	0.0274675
626.011	0.0281389
626.146	0.0279558
626.281	0.0278337
626.416	0.0279558
626.551	0.0275896
626.686	0.0278337
626.821	0.0275896
626.956	0.0284441
627.091	0.0284441
627.226	0.0284441
627.361	0.028322
627.496	0.0275285
627.631	0.0268571
627.766	0.0274065
627.901	0.0275285
628.036	0.0278948
628.171	0.0276506
628.307	0.0274065
628.442	0.0278337
628.577	0.0272844
628.712	0.028261
628.847	0.0275285
628.982	0.0287493
629.117	0.0276506
629.252	0.0277117
629.387	0.0279558
629.522	0.0273454
629.657	0.0280168
629.792	0.0272233
629.927	0.0280779
630.062	0.0279558
630.197	0.0279558
630.332	0.0282
630.467	0.0278948
630.602	0.0277727
630.737	0.0278337
630.872	0.0281389
631.007	0.0272233
631.142	0.028261
631.277	0.0274065
631.412	0.0273454
631.547	0.0272844
631.682	0.0278337
631.817	0.0268571
631.952	0.0275896
632.087	0.0275285
632.222	0.028261
632.357	0.0275896
632.492	0.028322
632.627	0.0277727
632.762	0.0277117
632.897	0.0286883
633.032	0.0278948
633.167	0.0277117
633.302	0.0286272
633.437	0.0277117
633.572	0.0281389
633.707	0.0274065
633.842	0.0272844
633.978	0.0284441
634.113	0.0286272
634.248	0.0286883
634.383	0.0277727
634.518	0.0274065
634.653	0.0265519
634.788	0.0282
634.923	0.0275285
635.058	0.028261
635.193	0.0272233
635.328	0.0274065
635.463	0.0286272
635.598	0.0272844
635.733	0.0271013
635.868	0.0280168
636.003	0.0278948
636.138	0.0274065
636.273	0.0277117
636.408	0.0271013
636.543	0.0275896
636.678	0.0276506
636.813	0.0280779
636.948	0.0279558
637.083	0.0277727
637.218	0.0275285
637.353	0.0282
637.488	0.0273454
637.623	0.0277727
637.758	0.0271623
637.893	0.0275896
638.028	0.0277727
638.163	0.0276506
638.298	0.0280168
638.433	0.0280779
638.568	0.0277117
638.703	0.0276506
638.838	0.0275285
638.973	0.0277727
639.108	0.0278948
639.243	0.0286272
639.378	0.0279558
639.513	0.0288714
639.648	0.0274675
639.783	0.0282
639.918	0.0275285
640.053	0.028261
640.188	0.0272844
640.323	0.0272233
640.458	0.0277727
640.593	0.0278337
640.728	0.0273454
640.863	0.028322
640.998	0.0275896
641.133	0.0274675
641.268	0.0278948
641.403	0.0273454
641.538	0.026735
641.673	0.0276506
641.808	0.0269181
641.943	0.0282
642.078	0.0281389
642.213	0.026613
642.348	0.0279558
642.483	0.0271623
642.618	0.0278337
642.753	0.0281389
642.888	0.0275285
643.023	0.0280779
643.158	0.028322
643.293	0.0275896
643.428	0.0277117
643.563	0.0279558
643.698	0.0278337
643.833	0.0271623
643.968	0.0285662
644.103	0.0277727
644.237	0.0278948
644.372	0.0278337
644.507	0.0274065
644.642	0.0272844
644.777	0.026735
644.912	0.0281389
645.047	0.0279558
645.182	0.028322
645.317	0.0275285
645.452	0.0282
645.587	0.0275896
645.722	0.0280168
645.857	0.028322
645.992	0.0280779
646.127	0.0272233
646.262	0.0279558
646.397	0.0277727
646.532	0.028261
646.667	0.0275896
646.802	0.0276506
646.937	0.028322
647.072	0.0275285
647.207	0.0271623
647.342	0.0273454
647.477	0.0277727
647.612	0.0286272
647.747	0.028322
647.882	0.0279558
648.017	0.0277727
648.152	0.0271013
648.287	0.0280779
648.422	0.0274675
648.557	0.0276506
648.692	0.0279558
648.827	0.0274065
648.962	0.0278337
649.097	0.0267961
649.232	0.0280168
649.367	0.0282
649.502	0.0275896
649.637	0.0280779
649.772	0.0280168
649.906	0.0275285
650.041	0.0285052
650.176	0.0280779
650.311	0.0269792
650.446	0.0281389
650.581	0.0279558
650.716	0.0274065
650.851	0.0278948
650.986	0.028261
651.121	0.0286272
651.256	0.0279558
651.391	0.0280168
651.526	0.0269181
651.661	0.0282
651.796	0.0272233
651.931	0.0274065
652.066	0.0285662
652.201	0.0283831
652.336	0.0282
652.471	0.0283831
652.606	0.0280779
652.741	0.0273454
652.876	0.0273454
653.011	0.0272844
653.146	0.0277117
653.281	0.0285052
653.415	0.0272844
653.55	0.0272844
653.685	0.0278948
653.82	0.0278948
653.955	0.0276506
654.09	0.028261
654.225	0.0281389
654.36	0.0278948
654.495	0.0283831
654.63	0.0278337
654.765	0.0271623
654.9	0.0272844
655.035	0.0269181
655.17	0.0275896
655.305	0.0276506
655.44	0.0276506
655.575	0.0274675
655.71	0.0277727
655.845	0.0274065
655.98	0.0280779
656.115	0.028261
656.25	0.0275285
656.384	0.0277117
656.519	0.0267961
656.654	0.0281389
656.789	0.0268571
656.924	0.0273454
657.059	0.0277117
657.194	0.0274065
657.329	0.0272844
657.464	0.0280168
657.599	0.0277727
657.734	0.0277727
657.869	0.0277117
658.004	0.0274065
658.139	0.0280779
658.274	0.0269181
658.409	0.0275896
658.544	0.0279558
658.679	0.028261
658.813	0.0280779
658.948	0.0282
659.083	0.0278948
659.218	0.028322
659.353	0.0273454
659.488	0.0284441
659.623	0.0272844
659.758	0.0272844
659.893	0.0273454
660.028	0.028261
660.163	0.0273454
660.298	0.0277117
660.433	0.0278337
660.568	0.028322
660.703	0.028261
660.838	0.0276506
660.972	0.0278337
661.107	0.028322
661.242	0.0275285
661.377	0.0274065
661.512	0.0281389
661.647	0.0275896
661.782	0.0275285
661.917	0.0280168
662.052	0.026674
662.187	0.0282
662.322	0.0279558
662.457	0.028322
662.592	0.0278337
662.727	0.0275896
662.862	0.0256974
662.996	0.0278948
663.131	0.0274065
663.266	0.028261
663.401	0.0285662
663.536	0.0285052
663.671	0.0274675
663.806	0.0274675
663.941	0.0279558
664.076	0.0281389
664.211	0.026674
664.346	0.0278337
664.481	0.0286272
664.616	0.0278337
664.75	0.0279558
664.885	0.0278948
665.02	0.0275285
665.155	0.0286272
665.29	0.0280168
665.425	0.0282
665.56	0.0277117
665.695	0.0282
665.83	0.0285052
665.965	0.0280779
666.1	0.0282
666.235	0.0274675
666.37	0.0277117
666.504	0.0274065
666.639	0.0288714
666.774	0.0286272
666.909	0.0279558
667.044	0.0274065
667.179	0.0277727
667.314	0.0280779
667.449	0.0275285
667.584	0.0279558
667.719	0.0275285
667.854	0.0277727
667.989	0.0278948
668.123	0.0277117
668.258	0.0281389
668.393	0.0275896
668.528	0.0277117
668.663	0.0277727
668.798	0.028322
668.933	0.0277727
669.068	0.0280168
669.203	0.0277117
669.338	0.0282
669.473	0.0279558
669.607	0.0277117
669.742	0.0283831
669.877	0.0282
670.012	0.0287493
670.147	0.0265519
670.282	0.0277117
670.417	0.0272844
670.552	0.0281389
670.687	0.0276506
670.822	0.0283831
670.957	0.0279558
671.091	0.028322
671.226	0.0276506
671.361	0.0276506
671.496	0.0269181
671.631	0.0274675
671.766	0.026613
671.901	0.0286883
672.036	0.0281389
672.171	0.0272233
672.306	0.0275896
672.44	0.0276506
672.575	0.0268571
672.71	0.0280168
672.845	0.0280168
672.98	0.0274675
673.115	0.0288714
673.25	0.0275285
673.385	0.0277117
673.52	0.0280779
673.655	0.0286272
673.789	0.0275896
673.924	0.0278337
674.059	0.0277117
674.194	0.0273454
674.329	0.0272844
674.464	0.0274675
674.599	0.0275896
674.734	0.0280779
674.869	0.0277117
675.003	0.0272233
675.138	0.0272233
675.273	0.0281389
675.408	0.0271623
675.543	0.0275285
675.678	0.0276506
675.813	0.0277117
675.948	0.0278337
676.083	0.0277727
676.217	0.0288104
676.352	0.0283831
676.487	0.0280779
676.622	0.0268571
676.757	0.0277727
676.892	0.0286272
677.027	0.0279558
677.162	0.0275896
677.297	0.0285662
677.431	0.0280779
677.566	0.0287493
677.701	0.0275285
677.836	0.0272233
677.971	0.0271013
