Source: Spectrum Viewer

Chart: Pulse Spectrum

Series: 
Wavelength (nm)	S (a.u.)
617.638	0.0284695
617.773	0.0290229
617.908	0.0279161
618.043	0.0276702
618.178	0.0281006
618.313	0.0281621
618.448	0.0281621
618.583	0.028654
618.718	0.028654
618.853	0.0276702
618.988	0.0273627
619.123	0.028408
619.258	0.0274857
619.394	0.028408
619.529	0.0272397
619.664	0.0277317
619.799	0.0276702
619.934	0.0281621
620.069	0.0285925
620.204	0.0280391
620.339	0.0275472
620.474	0.0282236
620.609	0.0274242
620.744	0.0276087
620.879	0.0289614
621.014	0.0273627
621.149	0.0282851
621.284	0.0269323
621.419	0.0271783
621.554	0.0283466
621.689	0.0282236
621.825	0.0277932
621.96	0.0280391
622.095	0.0273012
622.23	0.0275472
622.365	0.0282851
622.5	0.0284695
622.635	0.0279161
622.77	0.0273627
622.905	0.0282851
623.04	0.028531
623.175	0.0267478
623.31	0.0276702
623.445	0.0281006
623.58	0.0285925
623.715	0.0281006
623.85	0.0277317
623.985	0.0281006
624.12	0.028531
624.255	0.0265019
624.39	0.0281006
624.525	0.0279776
624.661	0.0281621
624.796	0.0275472
624.931	0.0289
625.066	0.0288385
625.201	0.0276087
625.336	0.0279776
625.471	0.028531
625.606	0.0276087
625.741	0.0281621
625.876	0.0276702
626.011	0.0284695
626.146	0.0277932
626.281	0.0282236
626.416	0.0265019
626.551	0.028654
626.686	0.0271783
626.821	0.0276087
626.956	0.0279161
627.091	0.0266249
627.226	0.0287155
627.361	0.0273012
627.496	0.0279161
627.631	0.0283466
627.766	0.0276702
627.901	0.028408
628.036	0.028777
628.171	0.0276087
628.307	0.0279161
628.442	0.0280391
628.577	0.0278546
628.712	0.0284695
628.847	0.0279161
628.982	0.0276702
629.117	0.028408
629.252	0.0274857
629.387	0.0277317
629.522	0.0291459
629.657	0.028654
629.792	0.0278546
629.927	0.0270553
630.062	0.0280391
630.197	0.0283466
630.332	0.0285925
630.467	0.0269323
630.602	0.0283466
630.737	0.0279161
630.872	0.0276087
631.007	0.0274857
631.142	0.0282851
631.277	0.0278546
631.412	0.0283466
631.547	0.0281621
631.682	0.028531
631.817	0.0278546
631.952	0.0280391
632.087	0.0284695
632.222	0.0280391
632.357	0.0292074
632.492	0.028654
632.627	0.0276087
632.762	0.028531
632.897	0.0282236
633.032	0.028531
633.167	0.0282851
633.302	0.0281006
633.437	0.0277932
633.572	0.0279161
633.707	0.0277317
633.842	0.0274242
633.978	0.0278546
634.113	0.0280391
634.248	0.028654
634.383	0.0279776
634.518	0.0277932
634.653	0.0284695
634.788	0.0281621
634.923	0.0280391
635.058	0.0285925
635.193	0.0281006
635.328	0.0272397
635.463	0.0289614
635.598	0.0281006
635.733	0.0278546
635.868	0.0281006
636.003	0.0287155
636.138	0.0282236
636.273	0.0285925
636.408	0.0281006
636.543	0.0276702
636.678	0.0279161
636.813	0.0282236
636.948	0.0272397
637.083	0.0281621
637.218	0.0282236
637.353	0.0282236
637.488	0.0278546
637.623	0.0276702
637.758	0.0276702
