Source: Spectrum Viewer

Chart: Pulse Spectrum

Series: 
Wavelength (nm)	S (a.u.)
617.638	0.0278034
617.773	0.0278649
617.908	0.0275574
618.043	0.0273113
618.178	0.0280495
618.313	0.0289106
618.448	0.0274958
618.583	0.028111
618.718	0.0288491
618.853	0.0286646
618.988	0.0285416
619.123	0.0274958
619.258	0.0279264
619.394	0.0282955
619.529	0.0276189
619.664	0.0290952
619.799	0.028111
619.934	0.0284185
620.069	0.0274958
620.204	0.0279879
620.339	0.028111
620.474	0.0278034
620.609	0.0284185
620.744	0.0276189
620.879	0.0279879
621.014	0.02848
621.149	0.0281725
621.284	0.0276804
621.419	0.0268192
621.554	0.0276189
621.689	0.0281725
621.825	0.0278034
621.96	0.0272498
622.095	0.0276189
622.23	0.0286031
622.365	0.0275574
622.5	0.0273728
622.635	0.028234
622.77	0.0278034
622.905	0.0280495
623.04	0.028357
623.175	0.0274958
623.31	0.0279264
623.445	0.028111
623.58	0.0272498
623.715	0.028111
623.85	0.0287876
623.985	0.0284185
624.12	0.0275574
624.255	0.0274343
624.39	0.0275574
624.525	0.0273728
624.661	0.0291567
624.796	0.0280495
624.931	0.0284185
625.066	0.0276189
625.201	0.0266962
625.336	0.02848
625.471	0.02848
625.606	0.0282955
625.741	0.0274958
625.876	0.028234
626.011	0.0287876
626.146	0.028234
626.281	0.0276804
626.416	0.0265117
626.551	0.0274958
626.686	0.0282955
626.821	0.0284185
626.956	0.0278649
627.091	0.0281725
627.226	0.0282955
627.361	0.028234
627.496	0.0273113
627.631	0.0278649
627.766	0.0282955
627.901	0.0273728
628.036	0.0279264
628.171	0.0273728
628.307	0.0279879
628.442	0.0279264
628.577	0.0272498
628.712	0.0276804
628.847	0.0290952
628.982	0.0281725
629.117	0.0277419
629.252	0.0280495
629.387	0.0276189
629.522	0.0276189
629.657	0.0277419
629.792	0.028111
629.927	0.0279879
630.062	0.0279264
630.197	0.0280495
630.332	0.0281725
630.467	0.0284185
630.602	0.0279264
630.737	0.0286646
630.872	0.0280495
631.007	0.0276804
631.142	0.0282955
631.277	0.0279264
631.412	0.0280495
631.547	0.0277419
631.682	0.0271883
631.817	0.0280495
631.952	0.0275574
632.087	0.0277419
632.222	0.0271883
632.357	0.0280495
632.492	0.0278034
632.627	0.0288491
632.762	0.0278034
632.897	0.0287261
633.032	0.02848
633.167	0.0277419
633.302	0.0271883
633.437	0.0277419
633.572	0.0270038
633.707	0.0278034
633.842	0.0277419
633.978	0.0276804
634.113	0.0279264
634.248	0.0281725
634.383	0.0279264
634.518	0.028111
634.653	0.0279264
634.788	0.0273728
634.923	0.0285416
635.058	0.0271268
635.193	0.0268807
635.328	0.0279264
635.463	0.028234
635.598	0.0272498
635.733	0.0278649
635.868	0.0280495
636.003	0.0278034
636.138	0.02848
636.273	0.0275574
636.408	0.028111
636.543	0.0285416
636.678	0.0276189
636.813	0.0278034
636.948	0.0274958
637.083	0.0284185
637.218	0.0278034
637.353	0.0278649
637.488	0.0273728
637.623	0.0274958
637.758	0.0281725
637.893	0.0277419
638.028	0.0277419
638.163	0.0277419
638.298	0.0274343
638.433	0.0275574
638.568	0.0275574
638.703	0.0286031
638.838	0.028111
638.973	0.0271883
639.108	0.028234
639.243	0.0279264
639.378	0.0274343
639.513	0.0279264
639.648	0.0278034
639.783	0.0276804
639.918	0.0279879
640.053	0.0286031
640.188	0.028234
640.323	0.0282955
640.458	0.0279264
640.593	0.0280495
640.728	0.0290336
640.863	0.0278649
640.998	0.028234
641.133	0.0274958
641.268	0.0279879
641.403	0.0278649
641.538	0.0274343
641.673	0.0278649
641.808	0.0276189
641.943	0.0279879
642.078	0.0274343
642.213	0.0279879
642.348	0.0272498
642.483	0.0278649
642.618	0.0279879
642.753	0.0280495
642.888	0.0281725
643.023	0.0272498
643.158	0.0278034
643.293	0.0286031
643.428	0.028111
643.563	0.0286646
643.698	0.0276804
643.833	0.0278649
643.968	0.0284185
644.103	0.0277419
644.237	0.0279264
644.372	0.0276804
644.507	0.0284185
644.642	0.0279264
644.777	0.0279264
644.912	0.0289106
645.047	0.0274343
645.182	0.0280495
645.317	0.0277419
645.452	0.0279879
645.587	0.028357
645.722	0.0279264
645.857	0.0278649
645.992	0.0279264
646.127	0.0276189
646.262	0.0286031
646.397	0.0287261
646.532	0.0282955
646.667	0.028357
646.802	0.0282955
646.937	0.0276189
647.072	0.028357
647.207	0.0287261
647.342	0.0274343
647.477	0.0274958
647.612	0.0285416
647.747	0.0281725
647.882	0.028234
648.017	0.028357
648.152	0.0275574
648.287	0.0275574
648.422	0.0278649
648.557	0.0279879
648.692	0.0272498
648.827	0.0278649
648.962	0.0274343
649.097	0.028234
649.232	0.0282955
649.367	0.0282955
649.502	0.0286031
649.637	0.0279264
649.772	0.0271883
649.906	0.0279264
650.041	0.0279879
650.176	0.0279879
650.311	0.028234
650.446	0.0267577
650.581	0.0276189
650.716	0.0280495
650.851	0.0271883
650.986	0.028357
651.121	0.0274958
651.256	0.028234
651.391	0.0269422
651.526	0.0286031
651.661	0.0286031
651.796	0.0275574
651.931	0.0286646
652.066	0.0276189
652.201	0.0287876
652.336	0.0273728
652.471	0.0281725
652.606	0.0272498
652.741	0.0281725
652.876	0.0276804
653.011	0.0278649
653.146	0.0281725
653.281	0.0276189
653.415	0.0276189
653.55	0.0282955
653.685	0.0279879
653.82	0.0278034
653.955	0.0276189
654.09	0.028111
654.225	0.0282955
654.36	0.0271268
654.495	0.0271883
654.63	0.0287261
654.765	0.0281725
654.9	0.028111
655.035	0.0284185
655.17	0.028111
655.305	0.0286646
655.44	0.0286031
655.575	0.0278034
655.71	0.0281725
655.845	0.0287876
655.98	0.0276804
656.115	0.0286646
656.25	0.0279879
656.384	0.0271883
656.519	0.0277419
656.654	0.0286031
656.789	0.0285416
656.924	0.0273728
657.059	0.0280495
657.194	0.0278034
657.329	0.0278034
657.464	0.0278649
657.599	0.0284185
657.734	0.0266347
657.869	0.0272498
658.004	0.0281725
658.139	0.0284185
658.274	0.028357
658.409	0.0274958
658.544	0.0279264
658.679	0.0290952
658.813	0.0282955
658.948	0.0281725
659.083	0.0280495
659.218	0.0271268
659.353	0.0280495
659.488	0.0281725
659.623	0.0275574
659.758	0.0274343
659.893	0.0281725
660.028	0.0277419
660.163	0.0277419
660.298	0.0276189
660.433	0.0279879
660.568	0.0274958
660.703	0.0277419
660.838	0.0275574
660.972	0.0285416
661.107	0.028234
661.242	0.0278034
661.377	0.0281725
661.512	0.0282955
661.647	0.0278649
661.782	0.0275574
661.917	0.0275574
662.052	0.0279264
662.187	0.0287261
662.322	0.0268807
662.457	0.0280495
662.592	0.0273728
662.727	0.0285416
662.862	0.028111
662.996	0.0276804
663.131	0.0279264
663.266	0.028111
663.401	0.0276189
663.536	0.0282955
663.671	0.0278034
663.806	0.028234
663.941	0.0290336
664.076	0.028234
664.211	0.0281725
664.346	0.0272498
664.481	0.0282955
664.616	0.0287261
664.75	0.0278034
664.885	0.0278649
665.02	0.0276189
665.155	0.0280495
665.29	0.0278034
665.425	0.028111
665.56	0.0269422
665.695	0.0275574
665.83	0.0277419
665.965	0.028111
666.1	0.0278034
666.235	0.0279264
666.37	0.0274958
666.504	0.028234
666.639	0.0290336
666.774	0.0281725
666.909	0.0276189
667.044	0.0275574
667.179	0.0272498
667.314	0.0271883
667.449	0.0286646
667.584	0.0282955
667.719	0.0270653
667.854	0.02848
667.989	0.0278034
668.123	0.028234
668.258	0.0276189
668.393	0.0274343
668.528	0.0291567
668.663	0.0274343
668.798	0.028234
668.933	0.0270653
669.068	0.028111
669.203	0.0272498
669.338	0.0282955
669.473	0.0276189
669.607	0.0275574
669.742	0.0282955
669.877	0.028234
670.012	0.0273728
670.147	0.028111
670.282	0.0281725
670.417	0.0277419
670.552	0.0277419
670.687	0.0284185
670.822	0.0277419
670.957	0.0276189
671.091	0.0284185
671.226	0.0277419
671.361	0.0276804
671.496	0.0279879
671.631	0.0277419
671.766	0.0285416
671.901	0.0273728
672.036	0.0268192
672.171	0.0277419
672.306	0.028111
672.44	0.0285416
672.575	0.02848
672.71	0.028111
672.845	0.0279879
672.98	0.0279264
673.115	0.0280495
673.25	0.0278034
673.385	0.0286646
673.52	0.0279264
673.655	0.0265732
673.789	0.028111
673.924	0.0281725
674.059	0.0278649
674.194	0.0272498
674.329	0.0284185
674.464	0.0284185
674.599	0.0287876
674.734	0.0282955
674.869	0.0269422
675.003	0.0278034
675.138	0.0279264
