Source: Spectrum Viewer

Chart: Pulse Spectrum

Series: 
Wavelength (nm)	S (a.u.)
617.638	0.0288714
617.773	0.0275591
617.908	0.0275591
618.043	0.0284339
618.178	0.027934
618.313	0.0284964
618.448	0.027934
618.583	0.0274341
618.718	0.028309
618.853	0.0281215
618.988	0.027934
619.123	0.0282465
619.258	0.027809
619.394	0.0279965
619.529	0.0274966
619.664	0.028059
619.799	0.0279965
619.934	0.0278715
620.069	0.0283715
620.204	0.0282465
620.339	0.0284339
620.474	0.0269341
620.609	0.027934
620.744	0.0273716
620.879	0.0284339
621.014	0.0290589
621.149	0.027684
621.284	0.0278715
621.419	0.0282465
621.554	0.0282465
621.689	0.0273091
621.825	0.028309
621.96	0.027684
622.095	0.028059
622.23	0.027809
622.365	0.0271841
622.5	0.0281215
622.635	0.0281215
622.77	0.0282465
622.905	0.0275591
623.04	0.0294963
623.175	0.0284339
623.31	0.028059
623.445	0.0278715
623.58	0.027934
623.715	0.0273716
623.85	0.0276215
623.985	0.027809
624.12	0.027684
624.255	0.0278715
624.39	0.0277465
624.525	0.0279965
624.661	0.028184
624.796	0.0269341
624.931	0.0279965
625.066	0.028059
625.201	0.027809
625.336	0.027809
625.471	0.028184
625.606	0.0284339
625.741	0.0274341
625.876	0.0282465
626.011	0.0284339
626.146	0.0281215
626.281	0.0276215
626.416	0.0279965
626.551	0.027809
626.686	0.0279965
626.821	0.0282465
626.956	0.0276215
627.091	0.0286214
627.226	0.0284964
627.361	0.0279965
627.496	0.0268716
627.631	0.027684
627.766	0.0286214
627.901	0.028184
628.036	0.0279965
628.171	0.028059
628.307	0.0278715
628.442	0.0273716
628.577	0.028184
628.712	0.0273716
628.847	0.0289339
628.982	0.027684
629.117	0.0271841
629.252	0.0279965
629.387	0.0278715
629.522	0.0282465
629.657	0.028059
629.792	0.0282465
629.927	0.028309
630.062	0.0281215
630.197	0.0283715
630.332	0.028184
630.467	0.0271841
630.602	0.027809
630.737	0.0284339
630.872	0.0285589
631.007	0.0263092
631.142	0.0277465
631.277	0.027684
631.412	0.0276215
631.547	0.028059
631.682	0.0282465
631.817	0.0284964
631.952	0.027684
632.087	0.028184
632.222	0.027934
632.357	0.0286214
632.492	0.028059
632.627	0.0276215
632.762	0.0282465
632.897	0.0285589
633.032	0.0273716
633.167	0.0279965
633.302	0.0284339
633.437	0.028184
633.572	0.0279965
633.707	0.0282465
633.842	0.0278715
633.978	0.028309
634.113	0.028184
634.248	0.0274966
634.383	0.0281215
634.518	0.028309
634.653	0.0291214
634.788	0.0274966
634.923	0.027934
635.058	0.0269966
635.193	0.0285589
635.328	0.0277465
635.463	0.0281215
635.598	0.0285589
635.733	0.0269966
635.868	0.0283715
636.003	0.0286839
636.138	0.0274966
636.273	0.028059
636.408	0.0284339
636.543	0.0278715
636.678	0.0281215
636.813	0.0289339
636.948	0.0283715
637.083	0.0267467
637.218	0.0282465
637.353	0.027809
637.488	0.0274341
637.623	0.027934
637.758	0.0283715
637.893	0.0272466
638.028	0.0281215
638.163	0.0275591
638.298	0.0279965
638.433	0.0286214
638.568	0.027684
638.703	0.028059
638.838	0.028309
638.973	0.0282465
639.108	0.028059
639.243	0.0275591
639.378	0.027684
639.513	0.027809
639.648	0.0282465
639.783	0.0284964
639.918	0.0268091
640.053	0.0288089
640.188	0.0277465
640.323	0.028059
640.458	0.0284964
640.593	0.0278715
640.728	0.028309
640.863	0.0275591
640.998	0.028309
641.133	0.0274966
641.268	0.0274966
641.403	0.027809
641.538	0.0282465
641.673	0.0296213
641.808	0.027809
641.943	0.0281215
642.078	0.0274966
642.213	0.0272466
642.348	0.028059
642.483	0.027809
642.618	0.028184
642.753	0.0285589
642.888	0.028309
643.023	0.0281215
643.158	0.0288089
643.293	0.028309
643.428	0.028059
643.563	0.0287464
643.698	0.0277465
643.833	0.0281215
643.968	0.0273716
644.103	0.027934
644.237	0.0274341
644.372	0.0279965
644.507	0.027934
644.642	0.0283715
644.777	0.028184
644.912	0.028309
645.047	0.0276215
645.182	0.0287464
645.317	0.0281215
645.452	0.0272466
645.587	0.0274966
645.722	0.027934
645.857	0.0274341
645.992	0.0285589
646.127	0.0274966
646.262	0.0271841
646.397	0.028059
646.532	0.0276215
646.667	0.0281215
646.802	0.027934
646.937	0.0274341
647.072	0.0278715
647.207	0.0273091
647.342	0.0277465
647.477	0.0273091
647.612	0.0275591
647.747	0.0281215
647.882	0.028059
648.017	0.027684
648.152	0.027684
648.287	0.0273091
648.422	0.0268716
648.557	0.0266217
648.692	0.0281215
648.827	0.028059
648.962	0.0284964
649.097	0.0269341
649.232	0.0278715
649.367	0.0281215
649.502	0.0274966
649.637	0.0281215
649.772	0.028059
649.906	0.0261217
650.041	0.0281215
650.176	0.0269341
650.311	0.0273091
650.446	0.0291214
650.581	0.027809
650.716	0.0276215
650.851	0.028059
650.986	0.0286839
651.121	0.0278715
651.256	0.0272466
651.391	0.0284964
651.526	0.0270591
651.661	0.0272466
651.796	0.0284964
651.931	0.0279965
652.066	0.0277465
652.201	0.0272466
652.336	0.0278715
652.471	0.028309
652.606	0.0271216
652.741	0.0276215
652.876	0.027934
653.011	0.0286214
653.146	0.027809
653.281	0.0281215
653.415	0.0274341
653.55	0.0279965
653.685	0.028309
653.82	0.0286214
653.955	0.0275591
654.09	0.0284339
654.225	0.0282465
654.36	0.0273716
654.495	0.0282465
654.63	0.0281215
654.765	0.0278715
654.9	0.0276215
655.035	0.0279965
655.17	0.0273091
655.305	0.027809
655.44	0.028309
655.575	0.0273716
655.71	0.0288089
655.845	0.028309
655.98	0.027934
656.115	0.027809
656.25	0.0283715
656.384	0.027684
656.519	0.028184
656.654	0.0281215
656.789	0.0275591
656.924	0.027934
657.059	0.0282465
657.194	0.0283715
657.329	0.0285589
657.464	0.0284339
657.599	0.0291839
657.734	0.0279965
657.869	0.028184
658.004	0.0286214
658.139	0.0274966
658.274	0.0276215
658.409	0.0286839
658.544	0.0281215
658.679	0.027809
658.813	0.027934
658.948	0.0279965
659.083	0.0281215
659.218	0.028309
659.353	0.028059
659.488	0.0284339
659.623	0.0293088
659.758	0.0271841
659.893	0.0271216
660.028	0.027934
660.163	0.0281215
660.298	0.0282465
660.433	0.0271216
660.568	0.0275591
660.703	0.0286839
660.838	0.027934
660.972	0.0286214
661.107	0.0271841
661.242	0.0287464
661.377	0.0274341
661.512	0.028309
661.647	0.028184
661.782	0.028184
661.917	0.0278715
662.052	0.0274341
662.187	0.0279965
662.322	0.028059
662.457	0.0283715
662.592	0.0273091
662.727	0.028184
662.862	0.0286214
662.996	0.0279965
663.131	0.0284339
663.266	0.0274341
663.401	0.027684
663.536	0.0279965
663.671	0.0284964
663.806	0.0271216
663.941	0.0271216
664.076	0.0274966
664.211	0.0281215
664.346	0.027934
664.481	0.0273091
664.616	0.027684
664.75	0.028184
664.885	0.028309
665.02	0.027934
665.155	0.028184
665.29	0.0270591
665.425	0.028059
665.56	0.0269966
665.695	0.0284339
665.83	0.0282465
665.965	0.0265592
666.1	0.0277465
666.235	0.027809
666.37	0.028184
666.504	0.0289964
666.639	0.0283715
666.774	0.0278715
666.909	0.028059
667.044	0.0277465
667.179	0.027684
667.314	0.0281215
667.449	0.0278715
667.584	0.0281215
667.719	0.0283715
667.854	0.0274341
667.989	0.0284339
668.123	0.0286214
668.258	0.028309
668.393	0.0284964
668.528	0.0281215
668.663	0.027934
668.798	0.0272466
668.933	0.0284339
669.068	0.0282465
669.203	0.0282465
669.338	0.028184
669.473	0.0278715
669.607	0.0289964
669.742	0.027934
669.877	0.0277465
670.012	0.0284964
670.147	0.0278715
670.282	0.0271216
670.417	0.0283715
670.552	0.027684
670.687	0.0271216
670.822	0.027684
670.957	0.0261842
671.091	0.0279965
671.226	0.0279965
671.361	0.0277465
671.496	0.027809
671.631	0.027809
671.766	0.0275591
671.901	0.028309
672.036	0.0278715
672.171	0.0288089
672.306	0.0273091
672.44	0.0276215
672.575	0.027809
672.71	0.0278715
672.845	0.0278715
672.98	0.0286214
673.115	0.028059
673.25	0.027809
673.385	0.0281215
673.52	0.028184
673.655	0.028309
673.789	0.0287464
673.924	0.027809
674.059	0.0284339
674.194	0.027809
674.329	0.027684
674.464	0.0274966
674.599	0.0278715
674.734	0.0274341
674.869	0.0282465
675.003	0.028309
675.138	0.0273716
675.273	0.0282465
675.408	0.0271216
675.543	0.0275591
675.678	0.028184
675.813	0.0281215
675.948	0.0288089
676.083	0.0281215
676.217	0.0266217
676.352	0.028309
676.487	0.0277465
676.622	0.027934
676.757	0.0277465
676.892	0.0274341
677.027	0.0273091
677.162	0.0284339
677.297	0.0278715
677.431	0.0284339
677.566	0.028059
677.701	0.0273716
677.836	0.0274341
677.971	0.0281215
678.106	0.028184
678.241	0.0279965
678.376	0.028059
678.511	0.0277465
678.645	0.0286839
678.78	0.0283715
678.915	0.028184
679.05	0.0286839
679.185	0.0283715
679.32	0.027809
679.455	0.027809
679.59	0.028309
679.724	0.0281215
679.859	0.0284964
679.994	0.0285589
680.129	0.028059
680.264	0.0284964
680.399	0.0282465
680.534	0.0277465
680.669	0.0272466
680.803	0.0274966
680.938	0.0272466
681.073	0.028184
681.208	0.0286214
681.343	0.027934
681.478	0.0277465
681.613	0.028309
681.748	0.0277465
681.882	0.0274966
682.017	0.027934
682.152	0.0271216
682.287	0.027934
682.422	0.0285589
682.557	0.0284964
682.692	0.0274966
682.827	0.0274341
682.961	0.0281215
683.096	0.0275591
683.231	0.028059
683.366	0.028309
683.501	0.027809
683.636	0.027934
683.771	0.0281215
683.906	0.0277465
684.04	0.0282465
684.175	0.0274966
684.31	0.027809
684.445	0.027934
684.58	0.0273091
684.715	0.0284964
684.85	0.0282465
684.984	0.0275591
685.119	0.0278715
685.254	0.0281215
685.389	0.0291214
685.524	0.0273716
685.659	0.0286839
685.794	0.0281215
685.928	0.0284964
686.063	0.0283715
686.198	0.0271841
686.333	0.0273716
686.468	0.0281215
686.603	0.0271216
686.738	0.0284964
686.872	0.0273091
687.007	0.028184
687.142	0.0281215
687.277	0.0283715
687.412	0.027684
687.547	0.0286214
687.682	0.0284964
687.816	0.028309
687.951	0.0284339
688.086	0.0276215
688.221	0.0279965
688.356	0.0273091
688.491	0.027809
688.626	0.0273716
688.76	0.028184
688.895	0.0284339
689.03	0.0279965
689.165	0.0286214
689.3	0.0278715
689.435	0.028309
689.57	0.028184
689.704	0.0279965
689.839	0.0277465
689.974	0.0276215
690.109	0.0290589
690.244	0.027809
690.379	0.0274966
690.513	0.0282465
690.648	0.0279965
690.783	0.0284339
690.918	0.0276215
691.053	0.0278715
691.188	0.0284339
691.323	0.0276215
691.457	0.0273091
691.592	0.0284964
691.727	0.028059
691.862	0.0278715
691.997	0.0278715
692.132	0.027809
692.266	0.0274966
692.401	0.028184
692.536	0.028059
692.671	0.0275591
692.806	0.027684
692.941	0.0284964
693.075	0.0272466
693.21	0.028059
693.345	0.028059
693.48	0.0286214
693.615	0.0277465
693.75	0.028184
693.885	0.0284339
694.019	0.0283715
694.154	0.0288714
694.289	0.0274966
694.424	0.0284339
694.559	0.0268716
694.694	0.0276215
694.828	0.0272466
694.963	0.0273091
695.098	0.028309
695.233	0.0286214
695.368	0.028059
695.503	0.0271216
695.637	0.028059
695.772	0.0284339
695.907	0.028184
696.042	0.0275591
696.177	0.0275591
696.312	0.0279965
696.446	0.027684
696.581	0.028059
696.716	0.0278715
696.851	0.0275591
696.986	0.0270591
697.12	0.027809
697.255	0.0288089
697.39	0.0291214
697.525	0.0279965
697.66	0.0279965
697.795	0.0285589
697.929	0.0281215
698.064	0.0281215
698.199	0.0284339
698.334	0.028184
698.469	0.027934
698.604	0.0269341
698.738	0.0279965
698.873	0.0279965
699.008	0.0283715
699.143	0.0281215
699.278	0.028309
699.412	0.0283715
699.547	0.0286214
699.682	0.0285589
699.817	0.0288089
699.952	0.028309
700.087	0.0284339
700.221	0.0274341
700.356	0.0269966
700.491	0.028059
700.626	0.0277465
700.761	0.0288714
700.895	0.0273716
701.03	0.0287464
701.165	0.0289339
701.3	0.0286839
701.435	0.0273716
701.57	0.0287464
701.704	0.0287464
701.839	0.0269341
701.974	0.0277465
702.109	0.0286214
702.244	0.027934
702.378	0.028184
702.513	0.027809
702.648	0.0287464
702.783	0.028184
702.918	0.0275591
703.052	0.0286839
703.187	0.028184
703.322	0.0279965
703.457	0.027684
703.592	0.0279965
703.727	0.0285589
703.861	0.0284339
703.996	0.0270591
704.131	0.0276215
704.266	0.028309
704.401	0.027684
704.535	0.0284964
704.67	0.0278715
704.805	0.0281215
704.94	0.0281215
705.075	0.0284964
705.209	0.0283715
705.344	0.0275591
705.479	0.0284964
705.614	0.027934
705.749	0.0281215
705.883	0.028309
706.018	0.0273716
706.153	0.027934
706.288	0.0271841
706.423	0.0274966
706.557	0.0271841
706.692	0.0281215
706.827	0.0274966
706.962	0.0281215
707.097	0.0284339
707.231	0.0283715
707.366	0.0289339
707.501	0.0283715
707.636	0.028309
707.771	0.0286214
707.905	0.0292463
708.04	0.0276215
708.175	0.0277465
708.31	0.028309
708.445	0.0282465
708.579	0.027684
708.714	0.0286839
708.849	0.028184
708.984	0.0287464
709.118	0.028309
709.253	0.0284339
709.388	0.0283715
709.523	0.0284964
709.658	0.0284339
709.792	0.0289339
709.927	0.0274966
710.062	0.0281215
710.197	0.027934
710.332	0.028309
710.466	0.0278715
710.601	0.027934
710.736	0.028184
710.871	0.0277465
711.006	0.0283715
711.14	0.0277465
711.275	0.0278715
711.41	0.028059
711.545	0.0274341
711.679	0.0273716
711.814	0.0278715
711.949	0.0282465
712.084	0.027684
712.219	0.027934
712.353	0.028184
712.488	0.0274966
712.623	0.0273091
712.758	0.0281215
712.892	0.0279965
713.027	0.028184
713.162	0.028059
713.297	0.027684
713.432	0.028184
713.566	0.028059
713.701	0.0282465
713.836	0.0283715
713.971	0.0281215
714.105	0.0283715
714.24	0.0279965
714.375	0.0277465
714.51	0.0271216
714.645	0.0286839
714.779	0.027809
714.914	0.0272466
715.049	0.028309
715.184	0.0277465
715.318	0.0275591
715.453	0.0293088
715.588	0.0283715
715.723	0.0274341
715.858	0.0284964
715.992	0.0274341
716.127	0.0290589
716.262	0.028184
716.397	0.0277465
716.531	0.028059
716.666	0.0281215
716.801	0.0273091
716.936	0.0279965
717.07	0.0279965
717.205	0.0274341
717.34	0.0279965
717.475	0.0287464
717.61	0.0276215
717.744	0.028184
717.879	0.0286214
718.014	0.0271841
718.149	0.027934
718.283	0.0291839
718.418	0.027684
718.553	0.0278715
718.688	0.0271841
718.822	0.0288714
718.957	0.0272466
719.092	0.027934
719.227	0.0277465
719.361	0.027684
