Source: Spectrum Viewer

Chart: Pulse Spectrum

Series: 
Wavelength (nm)	S (a.u.)
617.638	0.0538399
617.773	0.055821
617.908	0.0526745
618.043	0.0526745
618.178	0.0523249
618.313	0.0526745
618.448	0.052558
618.583	0.0508099
618.718	0.0518588
618.853	0.0533737
618.988	0.0522084
619.123	0.0523249
619.258	0.0532572
619.394	0.0536068
619.529	0.0547722
619.664	0.0524414
619.799	0.0537233
619.934	0.0536068
620.069	0.0523249
620.204	0.0533737
620.339	0.0529076
620.474	0.0530241
620.609	0.0533737
620.744	0.051043
620.879	0.0531407
621.014	0.0517422
621.149	0.0530241
621.284	0.0530241
621.419	0.0529076
621.554	0.0532572
621.689	0.0545391
621.825	0.0524414
621.96	0.0536068
622.095	0.0512761
622.23	0.052558
622.365	0.0524414
622.5	0.0513926
622.635	0.0523249
622.77	0.0529076
622.905	0.0519753
623.04	0.052791
623.175	0.0530241
623.31	0.052558
623.445	0.0538399
623.58	0.0518588
623.715	0.052558
623.85	0.0518588
623.985	0.0519753
624.12	0.054306
624.255	0.0533737
624.39	0.0518588
624.525	0.052791
624.661	0.0530241
624.796	0.0513926
624.931	0.0541895
625.066	0.0541895
625.201	0.0523249
625.336	0.052558
625.471	0.0520918
625.606	0.0530241
625.741	0.0533737
625.876	0.0513926
626.011	0.0516257
626.146	0.0531407
626.281	0.054306
626.416	0.0520918
626.551	0.0531407
626.686	0.0529076
626.821	0.0538399
626.956	0.0529076
627.091	0.0523249
627.226	0.0531407
627.361	0.0509265
627.496	0.0524414
627.631	0.0536068
627.766	0.0530241
627.901	0.0512761
628.036	0.054073
628.171	0.0522084
628.307	0.0516257
628.442	0.0545391
628.577	0.0531407
628.712	0.0531407
628.847	0.0531407
628.982	0.054073
629.117	0.0520918
629.252	0.052558
629.387	0.0524414
629.522	0.0536068
629.657	0.0537233
629.792	0.0523249
629.927	0.0516257
630.062	0.0529076
630.197	0.052791
630.332	0.0524414
630.467	0.0526745
630.602	0.052558
630.737	0.0529076
630.872	0.0526745
631.007	0.0536068
631.142	0.0530241
631.277	0.0517422
631.412	0.0539564
631.547	0.0530241
631.682	0.0541895
631.817	0.0520918
631.952	0.0539564
632.087	0.0534903
632.222	0.0524414
632.357	0.0523249
632.492	0.052558
632.627	0.0533737
632.762	0.0520918
632.897	0.0513926
633.032	0.0538399
633.167	0.0519753
633.302	0.0519753
633.437	0.0523249
633.572	0.052791
633.707	0.0523249
633.842	0.0530241
633.978	0.0520918
634.113	0.0532572
634.248	0.0536068
634.383	0.0530241
634.518	0.0534903
634.653	0.0534903
634.788	0.0524414
634.923	0.0529076
635.058	0.0537233
635.193	0.0519753
635.328	0.052558
635.463	0.0520918
635.598	0.0523249
635.733	0.052791
635.868	0.0538399
636.003	0.0526745
636.138	0.0544226
636.273	0.0523249
636.408	0.0524414
636.543	0.0536068
636.678	0.0524414
636.813	0.0533737
636.948	0.052791
637.083	0.0541895
637.218	0.0529076
637.353	0.0517422
637.488	0.0523249
637.623	0.0531407
637.758	0.052791
637.893	0.0539564
638.028	0.0534903
638.163	0.0526745
638.298	0.0531407
638.433	0.0519753
638.568	0.0524414
638.703	0.0517422
638.838	0.0517422
638.973	0.0519753
639.108	0.0532572
639.243	0.0512761
639.378	0.0537233
639.513	0.0517422
639.648	0.0541895
639.783	0.0536068
639.918	0.0513926
640.053	0.052791
640.188	0.052558
640.323	0.0524414
640.458	0.0519753
640.593	0.0526745
640.728	0.0531407
640.863	0.0534903
640.998	0.0523249
641.133	0.0529076
641.268	0.0526745
641.403	0.0529076
641.538	0.0516257
641.673	0.0539564
641.808	0.0522084
641.943	0.0529076
642.078	0.0546556
642.213	0.0538399
642.348	0.0545391
642.483	0.0537233
642.618	0.052558
642.753	0.0523249
642.888	0.0534903
643.023	0.0538399
643.158	0.0518588
643.293	0.0532572
643.428	0.0529076
643.563	0.0530241
643.698	0.0529076
643.833	0.0524414
643.968	0.0518588
644.103	0.0536068
644.237	0.0530241
644.372	0.0522084
644.507	0.0533737
