Source: Spectrum Viewer

Chart: Pulse Spectrum

Series: 
Wavelength (nm)	S (a.u.)
617.638	0.0278948
617.773	0.0279558
617.908	0.0275285
618.043	0.0281389
618.178	0.0280779
618.313	0.0281389
618.448	0.0277117
618.583	0.0274675
618.718	0.0278337
618.853	0.0284441
618.988	0.0275285
619.123	0.0283831
619.258	0.0271013
619.394	0.0275896
619.529	0.0278948
619.664	0.0282
619.799	0.0277117
619.934	0.0272233
620.069	0.0277727
620.204	0.0278337
620.339	0.0279558
620.474	0.0278948
620.609	0.0272844
620.744	0.0281389
620.879	0.028322
621.014	0.028322
621.149	0.0272844
621.284	0.0270402
621.419	0.0273454
621.554	0.0278948
621.689	0.0280168
621.825	0.0277727
621.96	0.0271013
622.095	0.0273454
622.23	0.028322
622.365	0.0279558
622.5	0.0269181
622.635	0.0270402
622.77	0.0278337
622.905	0.0278948
623.04	0.0277727
623.175	0.0281389
623.31	0.0275896
623.445	0.0279558
623.58	0.0274065
623.715	0.0278948
623.85	0.0277727
623.985	0.0269792
624.12	0.026735
624.255	0.0272844
624.39	0.0278337
624.525	0.0283831
624.661	0.0275896
624.796	0.0276506
624.931	0.0282
625.066	0.0274675
625.201	0.0271623
625.336	0.0278337
625.471	0.0279558
625.606	0.0274675
625.741	0.0280168
625.876	0.0276506
626.011	0.028261
626.146	0.0278948
626.281	0.0283831
626.416	0.0272844
626.551	0.0273454
626.686	0.0280168
626.821	0.0283831
626.956	0.0267961
627.091	0.0272844
627.226	0.0276506
627.361	0.0267961
627.496	0.0276506
627.631	0.0272233
627.766	0.0277727
627.901	0.0281389
628.036	0.0272844
628.171	0.0277117
628.307	0.028322
628.442	0.0274675
628.577	0.0278948
628.712	0.0276506
628.847	0.0277117
628.982	0.0282
629.117	0.0278337
629.252	0.0275285
629.387	0.0274675
629.522	0.0276506
629.657	0.0280168
629.792	0.0279558
629.927	0.0277727
630.062	0.0278337
630.197	0.0274675
630.332	0.028261
630.467	0.0274675
630.602	0.0279558
630.737	0.0285662
630.872	0.0271013
631.007	0.0274675
631.142	0.0279558
631.277	0.028261
631.412	0.0271623
631.547	0.0279558
631.682	0.0272233
631.817	0.0282
631.952	0.028261
632.087	0.0278948
632.222	0.0274065
632.357	0.026735
632.492	0.0272844
632.627	0.0282
632.762	0.0274065
632.897	0.0275896
633.032	0.0277727
633.167	0.0275285
633.302	0.0283831
633.437	0.0273454
633.572	0.0277117
633.707	0.0276506
633.842	0.0275896
633.978	0.0273454
634.113	0.0270402
634.248	0.0279558
634.383	0.0275896
634.518	0.0274065
634.653	0.0271623
634.788	0.0278948
634.923	0.0276506
635.058	0.0281389
635.193	0.0280168
635.328	0.0278948
635.463	0.0272844
635.598	0.0274675
635.733	0.0285662
635.868	0.0276506
636.003	0.0272233
636.138	0.0274675
636.273	0.0271013
636.408	0.0272233
636.543	0.0278337
636.678	0.0272844
636.813	0.0272233
636.948	0.0269792
637.083	0.0277727
637.218	0.0280779
637.353	0.0289324
