Source: Spectrum Viewer

Chart: Pulse Spectrum

Series: 
Wavelength (nm)	S (a.u.)
617.638	0.0290406
617.773	0.0279627
617.908	0.0287236
618.043	0.0289772
618.178	0.028787
618.313	0.0291041
618.448	0.0292309
618.583	0.0293577
618.718	0.0288504
618.853	0.0282163
618.988	0.0292943
619.123	0.0294845
619.258	0.0285968
619.394	0.0296747
619.529	0.0275189
619.664	0.0295479
619.799	0.0282798
619.934	0.0279627
620.069	0.0281529
620.204	0.0292309
620.339	0.0292309
620.474	0.0284066
620.609	0.0289138
620.744	0.0293577
620.879	0.028787
621.014	0.0280261
621.149	0.0283432
621.284	0.0288504
621.419	0.0285334
621.554	0.0275189
621.689	0.0280261
621.825	0.0284066
621.96	0.0280895
622.095	0.0289138
622.23	0.0284066
622.365	0.0285968
622.5	0.028787
622.635	0.0292943
622.77	0.0289772
622.905	0.0287236
623.04	0.0282798
623.175	0.0279627
623.31	0.0285334
623.445	0.0293577
623.58	0.02847
623.715	0.0282798
623.85	0.0285334
623.985	0.0280895
624.12	0.02847
624.255	0.0281529
624.39	0.0296747
624.525	0.0289138
624.661	0.0289772
624.796	0.0281529
624.931	0.0281529
625.066	0.0275189
625.201	0.0284066
625.336	0.0281529
625.471	0.0282163
625.606	0.0283432
625.741	0.0289772
625.876	0.0288504
626.011	0.0297381
626.146	0.0293577
626.281	0.0278993
626.416	0.0291675
626.551	0.0283432
626.686	0.0290406
626.821	0.0292309
626.956	0.0279627
627.091	0.0292309
627.226	0.0289138
627.361	0.0283432
627.496	0.0285334
627.631	0.0285968
627.766	0.0292943
627.901	0.0288504
628.036	0.0284066
628.171	0.0295479
628.307	0.0283432
628.442	0.0289772
628.577	0.02847
628.712	0.0283432
628.847	0.028787
628.982	0.0296747
629.117	0.0288504
629.252	0.0286602
629.387	0.0286602
629.522	0.0291041
629.657	0.0294211
629.792	0.0277725
629.927	0.0290406
630.062	0.0286602
630.197	0.0286602
630.332	0.0292943
630.467	0.0288504
630.602	0.0291041
630.737	0.0289138
630.872	0.0281529
631.007	0.0284066
631.142	0.0291675
631.277	0.0292943
631.412	0.0289138
631.547	0.0285334
631.682	0.028787
631.817	0.0290406
631.952	0.0289138
632.087	0.0295479
632.222	0.0285968
632.357	0.0288504
632.492	0.0289772
632.627	0.0285334
632.762	0.0286602
632.897	0.0282163
633.032	0.0282163
633.167	0.02847
633.302	0.0287236
633.437	0.0280261
633.572	0.0285968
633.707	0.0290406
633.842	0.0280261
633.978	0.0281529
634.113	0.0280261
634.248	0.0289772
634.383	0.0285968
634.518	0.0284066
634.653	0.0292943
634.788	0.028787
634.923	0.0285334
635.058	0.0278359
635.193	0.0296113
635.328	0.0283432
635.463	0.0292943
635.598	0.0286602
635.733	0.028787
635.868	0.0287236
636.003	0.0288504
636.138	0.0282798
636.273	0.0294845
636.408	0.0277725
636.543	0.0306258
636.678	0.0292943
636.813	0.0289772
636.948	0.0288504
637.083	0.0290406
637.218	0.0281529
637.353	0.0275189
637.488	0.028787
637.623	0.0276457
637.758	0.0280895
637.893	0.0291675
638.028	0.0299283
638.163	0.0288504
638.298	0.0280895
638.433	0.0292309
638.568	0.0290406
638.703	0.0286602
638.838	0.0296113
638.973	0.0290406
639.108	0.0290406
639.243	0.0282798
639.378	0.0286602
639.513	0.0280895
639.648	0.0284066
639.783	0.0283432
639.918	0.02847
640.053	0.0282163
640.188	0.0283432
640.323	0.0290406
640.458	0.0287236
640.593	0.0295479
640.728	0.0285968
640.863	0.0282163
640.998	0.0283432
641.133	0.02847
641.268	0.0278993
641.403	0.0292309
641.538	0.0289772
641.673	0.02847
641.808	0.0282163
641.943	0.0280261
642.078	0.0283432
642.213	0.0282798
642.348	0.028787
642.483	0.0289138
642.618	0.0277091
