Source: Spectrum Viewer

Chart: Pulse Spectrum

Series: 
Wavelength (nm)	S (a.u.)
617.638	0.0267961
617.773	0.0280168
617.908	0.0277117
618.043	0.0269792
618.178	0.0275896
618.313	0.0277117
618.448	0.0270402
618.583	0.0279558
618.718	0.0280779
618.853	0.0272844
618.988	0.0274675
619.123	0.0273454
619.258	0.0277727
619.394	0.0271623
619.529	0.0277117
619.664	0.0275896
619.799	0.0280779
619.934	0.0275285
620.069	0.0280779
620.204	0.0275896
620.339	0.0275896
620.474	0.0269792
620.609	0.0272233
620.744	0.0278948
620.879	0.0279558
621.014	0.0276506
621.149	0.0274065
621.284	0.0277117
621.419	0.0274675
621.554	0.0278948
621.689	0.0279558
621.825	0.0269792
621.96	0.0272844
622.095	0.0271623
622.23	0.0271013
622.365	0.0274065
622.5	0.0283831
622.635	0.0267961
622.77	0.0281389
622.905	0.0280168
623.04	0.0277117
623.175	0.0279558
623.31	0.0274065
623.445	0.0272233
623.58	0.0271623
623.715	0.0273454
623.85	0.0285052
623.985	0.0278948
624.12	0.0276506
624.255	0.0276506
624.39	0.0276506
624.525	0.0280168
624.661	0.0280779
624.796	0.0271623
624.931	0.0275896
625.066	0.0271623
625.201	0.0289324
625.336	0.0275285
625.471	0.0277117
625.606	0.0272844
625.741	0.0272844
625.876	0.0277117
626.011	0.0268571
626.146	0.0271013
626.281	0.0279558
626.416	0.0272844
626.551	0.0280168
626.686	0.0282
626.821	0.0277117
626.956	0.0270402
627.091	0.0273454
627.226	0.0277117
627.361	0.0275896
627.496	0.026674
627.631	0.0277117
627.766	0.028261
627.901	0.0278948
628.036	0.0277117
628.171	0.0272844
628.307	0.0283831
628.442	0.0279558
628.577	0.0269181
628.712	0.0278948
628.847	0.0285662
628.982	0.0271623
629.117	0.028261
629.252	0.0267961
629.387	0.0279558
629.522	0.0272233
629.657	0.0272844
629.792	0.0286883
629.927	0.0269792
630.062	0.0271623
630.197	0.0270402
630.332	0.0272233
630.467	0.0282
630.602	0.0272233
630.737	0.0277727
630.872	0.0280779
631.007	0.0277117
631.142	0.0272844
631.277	0.0277727
631.412	0.0281389
631.547	0.0274065
631.682	0.0270402
631.817	0.0277727
631.952	0.0280168
632.087	0.028261
632.222	0.0277727
632.357	0.0284441
632.492	0.0277117
632.627	0.0275285
632.762	0.0277727
632.897	0.0268571
633.032	0.0270402
633.167	0.0283831
633.302	0.026735
633.437	0.026613
633.572	0.0277727
633.707	0.0272844
633.842	0.0270402
633.978	0.0274675
634.113	0.0280779
634.248	0.0275285
634.383	0.0277117
634.518	0.0276506
634.653	0.0275285
634.788	0.028261
634.923	0.0282
635.058	0.0281389
635.193	0.0278337
635.328	0.0276506
635.463	0.0277727
635.598	0.0275896
635.733	0.0272844
635.868	0.0271013
636.003	0.0275896
636.138	0.0280779
636.273	0.0267961
636.408	0.0265519
636.543	0.0272844
636.678	0.0277727
636.813	0.0278337
636.948	0.0274675
637.083	0.0270402
637.218	0.0273454
637.353	0.0276506
637.488	0.0275896
637.623	0.0278337
637.758	0.0274065
637.893	0.0269181
638.028	0.0280779
638.163	0.028322
638.298	0.0281389
638.433	0.0278337
638.568	0.028322
638.703	0.0275896
638.838	0.0291766
638.973	0.0274065
639.108	0.0275285
639.243	0.0276506
639.378	0.0265519
639.513	0.028261
639.648	0.0276506
639.783	0.0280779
639.918	0.0271013
640.053	0.0280168
640.188	0.0272844
640.323	0.0275896
640.458	0.0283831
640.593	0.0275896
640.728	0.028261
640.863	0.0285052
640.998	0.0277117
641.133	0.0271623
641.268	0.0277117
641.403	0.0281389
641.538	0.0274065
641.673	0.0280168
641.808	0.0275285
641.943	0.028322
642.078	0.0278948
642.213	0.0274065
642.348	0.0267961
642.483	0.0279558
642.618	0.0280168
642.753	0.0277727
642.888	0.0277727
643.023	0.028261
643.158	0.028261
643.293	0.0282
643.428	0.0271013
643.563	0.0275285
643.698	0.0278337
643.833	0.0280779
643.968	0.028261
644.103	0.0279558
644.237	0.0280168
644.372	0.0272844
644.507	0.0274675
644.642	0.0277117
644.777	0.0268571
644.912	0.0275285
645.047	0.0273454
645.182	0.0276506
645.317	0.0276506
645.452	0.0271013
645.587	0.0280168
645.722	0.0279558
645.857	0.0274065
645.992	0.0278337
646.127	0.0272844
646.262	0.028322
646.397	0.0271013
646.532	0.0277117
646.667	0.0275285
646.802	0.0270402
646.937	0.0274675
647.072	0.0278948
647.207	0.0276506
647.342	0.0274675
647.477	0.026735
647.612	0.0272844
647.747	0.028261
647.882	0.0282
648.017	0.0285052
648.152	0.028322
648.287	0.0285662
648.422	0.0272233
648.557	0.026735
648.692	0.0280779
648.827	0.0278948
648.962	0.0277727
649.097	0.0278337
649.232	0.0275285
649.367	0.0273454
649.502	0.0276506
649.637	0.0281389
649.772	0.0280168
649.906	0.0270402
650.041	0.028322
650.176	0.0272844
650.311	0.0285052
650.446	0.0275896
650.581	0.0274675
650.716	0.0279558
650.851	0.028261
650.986	0.0273454
651.121	0.0278337
651.256	0.028322
651.391	0.0277727
651.526	0.028322
651.661	0.0276506
651.796	0.0272233
651.931	0.0274675
652.066	0.0274675
652.201	0.0277727
652.336	0.0280168
652.471	0.0275285
652.606	0.0269181
652.741	0.0272844
652.876	0.0272844
653.011	0.0278948
653.146	0.0274065
653.281	0.0279558
653.415	0.0277117
653.55	0.0278337
653.685	0.0273454
653.82	0.0272233
653.955	0.0284441
654.09	0.0278337
654.225	0.026674
654.36	0.0280168
654.495	0.0279558
654.63	0.0275896
654.765	0.0272233
654.9	0.0274065
655.035	0.0274065
655.17	0.0268571
655.305	0.0275896
655.44	0.0274675
655.575	0.0276506
655.71	0.0277117
655.845	0.0273454
655.98	0.0277117
656.115	0.0272844
656.25	0.0280779
656.384	0.0276506
656.519	0.0278948
656.654	0.0269792
656.789	0.0278337
656.924	0.0277727
657.059	0.0283831
657.194	0.0277727
657.329	0.0274065
657.464	0.0278948
657.599	0.0278337
657.734	0.0267961
657.869	0.0277727
658.004	0.0272233
658.139	0.0282
658.274	0.0280779
658.409	0.0279558
658.544	0.0280168
658.679	0.0274675
658.813	0.0274065
658.948	0.0277727
659.083	0.0284441
659.218	0.028261
659.353	0.0277117
659.488	0.028322
659.623	0.0275896
659.758	0.0279558
659.893	0.0281389
660.028	0.0281389
660.163	0.0277727
660.298	0.0274675
660.433	0.0277117
660.568	0.0280168
660.703	0.0276506
660.838	0.0277117
660.972	0.0278948
661.107	0.0278337
661.242	0.0279558
661.377	0.028261
661.512	0.0275285
661.647	0.0280168
661.782	0.0275285
661.917	0.0273454
662.052	0.0272844
662.187	0.0281389
662.322	0.028322
662.457	0.0280168
662.592	0.0277727
662.727	0.0278337
662.862	0.0273454
662.996	0.028322
663.131	0.0282
663.266	0.0277117
663.401	0.0272233
663.536	0.0279558
663.671	0.0274675
663.806	0.0272844
663.941	0.0279558
664.076	0.026735
664.211	0.0270402
664.346	0.0274065
664.481	0.0281389
664.616	0.0281389
664.75	0.0277117
664.885	0.0274065
665.02	0.0280779
665.155	0.028322
665.29	0.0269792
665.425	0.0275285
665.56	0.0278337
665.695	0.0280168
665.83	0.0274065
665.965	0.0278337
666.1	0.0274065
666.235	0.0275896
666.37	0.0278337
666.504	0.0284441
666.639	0.0281389
666.774	0.0282
666.909	0.0276506
667.044	0.0281389
667.179	0.0272844
667.314	0.0279558
667.449	0.0286272
667.584	0.0282
667.719	0.0277727
667.854	0.0274675
667.989	0.0274065
668.123	0.0278948
668.258	0.0289935
668.393	0.0273454
668.528	0.0275285
668.663	0.026613
668.798	0.0277727
668.933	0.0272233
669.068	0.0275285
669.203	0.026674
669.338	0.0282
669.473	0.0272844
669.607	0.0285052
669.742	0.0275896
669.877	0.0284441
670.012	0.026613
670.147	0.0275285
670.282	0.0275896
670.417	0.0277117
670.552	0.0278948
670.687	0.0277117
670.822	0.0275285
670.957	0.0272844
671.091	0.0275285
671.226	0.0277727
671.361	0.0271623
671.496	0.0280779
671.631	0.0273454
671.766	0.0275285
671.901	0.0286883
672.036	0.0278337
672.171	0.0272844
672.306	0.0275896
672.44	0.0272844
672.575	0.0278948
672.71	0.0281389
672.845	0.0277117
672.98	0.0283831
673.115	0.0277727
673.25	0.0280168
673.385	0.0271623
673.52	0.0275285
673.655	0.0279558
673.789	0.028261
673.924	0.028261
674.059	0.0275285
674.194	0.0272233
674.329	0.026674
674.464	0.0274065
674.599	0.0272233
