Source: Spectrum Viewer

Chart: Pulse Spectrum

Series: 
Wavelength (nm)	S (a.u.)
617.638	0.0272844
617.773	0.0274675
617.908	0.0280168
618.043	0.0277727
618.178	0.0280779
618.313	0.0275285
618.448	0.0274065
618.583	0.0281389
618.718	0.0277117
618.853	0.0269792
618.988	0.0286272
619.123	0.0274065
619.258	0.028261
619.394	0.0277117
619.529	0.0269181
619.664	0.0268571
619.799	0.0277727
619.934	0.0281389
620.069	0.0281389
620.204	0.0277117
620.339	0.0272844
620.474	0.0271623
620.609	0.0278337
620.744	0.026613
620.879	0.0274675
621.014	0.026674
621.149	0.0280779
621.284	0.028261
621.419	0.028322
621.554	0.0272844
621.689	0.0279558
621.825	0.0272233
621.96	0.0277117
622.095	0.0277727
622.23	0.0282
622.365	0.0274675
622.5	0.0275285
622.635	0.026613
622.77	0.028322
622.905	0.0275285
623.04	0.0282
623.175	0.0278948
623.31	0.0277727
623.445	0.0271623
623.58	0.0272233
623.715	0.0289935
623.85	0.0277117
623.985	0.0277117
624.12	0.028322
624.255	0.0283831
624.39	0.0272233
624.525	0.0275285
624.661	0.0272844
624.796	0.0278337
624.931	0.0275285
625.066	0.0278948
625.201	0.0274675
625.336	0.0285052
625.471	0.0271623
625.606	0.0278948
625.741	0.0283831
625.876	0.0271623
626.011	0.0281389
626.146	0.0278948
626.281	0.0278337
626.416	0.0275285
626.551	0.0278337
626.686	0.0271623
626.821	0.0281389
626.956	0.0276506
627.091	0.0282
627.226	0.0280779
627.361	0.0274675
627.496	0.0281389
627.631	0.0278337
627.766	0.0291155
627.901	0.0277727
628.036	0.0280779
628.171	0.0279558
628.307	0.0277117
628.442	0.0277117
628.577	0.0271623
628.712	0.0280779
628.847	0.0273454
628.982	0.0277117
629.117	0.0277727
629.252	0.0271623
629.387	0.0280779
629.522	0.0273454
629.657	0.0283831
629.792	0.0278948
629.927	0.0278337
630.062	0.0269792
630.197	0.0278948
630.332	0.0274065
630.467	0.0277727
630.602	0.0274675
630.737	0.0278948
630.872	0.0272233
631.007	0.0275285
631.142	0.0278337
631.277	0.0274065
631.412	0.0281389
631.547	0.0272233
631.682	0.0274065
631.817	0.0272233
631.952	0.0276506
632.087	0.0283831
632.222	0.0279558
632.357	0.0277727
