Source: Spectrum Viewer

Chart: Pulse Spectrum

Series: 
Wavelength (nm)	S (a.u.)
617.638	0.0497322
617.773	0.0498415
617.908	0.0490764
618.043	0.0489671
618.178	0.0510438
618.313	0.0498415
618.448	0.0504973
618.583	0.0495136
618.718	0.0497322
618.853	0.0494043
618.988	0.0506066
619.123	0.0480927
619.258	0.0511531
619.394	0.0497322
619.529	0.0488578
619.664	0.0490764
619.799	0.0509345
619.934	0.049295
620.069	0.0500601
620.204	0.0497322
620.339	0.0483113
620.474	0.0496229
620.609	0.0483113
620.744	0.0497322
620.879	0.0489671
621.014	0.0495136
621.149	0.0494043
621.284	0.0497322
621.419	0.0491857
621.554	0.0494043
621.689	0.0494043
621.825	0.0490764
621.96	0.0512624
622.095	0.0500601
622.23	0.0479834
622.365	0.0475462
622.5	0.0494043
622.635	0.049295
622.77	0.0485299
622.905	0.0504973
623.04	0.0506066
623.175	0.0491857
623.31	0.0496229
623.445	0.0483113
623.58	0.0489671
623.715	0.0496229
623.85	0.0496229
623.985	0.0501694
624.12	0.0496229
624.255	0.050388
624.39	0.0496229
624.525	0.0490764
624.661	0.0487485
624.796	0.0488578
624.931	0.0483113
625.066	0.0500601
625.201	0.0511531
625.336	0.0494043
625.471	0.0485299
625.606	0.0490764
625.741	0.0500601
625.876	0.0487485
626.011	0.0494043
626.146	0.0495136
626.281	0.0502787
626.416	0.0510438
626.551	0.0511531
626.686	0.0495136
626.821	0.0504973
626.956	0.0487485
627.091	0.0486392
627.226	0.0495136
627.361	0.0495136
627.496	0.0499508
627.631	0.0491857
627.766	0.0506066
627.901	0.049295
628.036	0.0494043
628.171	0.0485299
628.307	0.0488578
628.442	0.0485299
628.577	0.0491857
628.712	0.0495136
628.847	0.0495136
628.982	0.0502787
629.117	0.0502787
629.252	0.0496229
629.387	0.0491857
629.522	0.0488578
629.657	0.0499508
629.792	0.0491857
629.927	0.0502787
630.062	0.0501694
630.197	0.0507159
630.332	0.0500601
630.467	0.048202
630.602	0.0486392
630.737	0.0479834
630.872	0.0500601
631.007	0.0506066
631.142	0.0506066
631.277	0.0498415
631.412	0.0491857
631.547	0.050388
631.682	0.0486392
631.817	0.0494043
631.952	0.0500601
632.087	0.0499508
632.222	0.0486392
632.357	0.050388
632.492	0.0495136
632.627	0.0508252
632.762	0.050388
632.897	0.0499508
633.032	0.0499508
633.167	0.049295
633.302	0.0486392
633.437	0.0489671
633.572	0.0501694
633.707	0.0502787
633.842	0.0495136
633.978	0.0494043
634.113	0.0502787
634.248	0.0507159
634.383	0.0475462
634.518	0.0486392
634.653	0.0496229
634.788	0.0500601
634.923	0.0489671
635.058	0.0491857
635.193	0.0506066
635.328	0.0489671
635.463	0.0500601
635.598	0.0494043
635.733	0.0494043
635.868	0.0490764
636.003	0.0490764
636.138	0.0500601
636.273	0.0502787
636.408	0.0491857
636.543	0.0502787
636.678	0.0491857
636.813	0.0497322
636.948	0.0500601
637.083	0.049295
637.218	0.0488578
637.353	0.0484206
637.488	0.0497322
637.623	0.0478741
637.758	0.0494043
637.893	0.0506066
638.028	0.0513717
638.163	0.0491857
638.298	0.0496229
638.433	0.0488578
638.568	0.0497322
638.703	0.0495136
638.838	0.0491857
638.973	0.0506066
639.108	0.0499508
639.243	0.0496229
639.378	0.0501694
639.513	0.0484206
639.648	0.0499508
639.783	0.0504973
639.918	0.0484206
640.053	0.0491857
640.188	0.0490764
640.323	0.0499508
640.458	0.049295
640.593	0.049295
640.728	0.0497322
640.863	0.0495136
640.998	0.0501694
641.133	0.0488578
641.268	0.0502787
641.403	0.0495136
641.538	0.0486392
641.673	0.0509345
641.808	0.0485299
641.943	0.0496229
642.078	0.0495136
642.213	0.0495136
642.348	0.0500601
642.483	0.0479834
642.618	0.049295
642.753	0.0469997
642.888	0.049295
643.023	0.0499508
643.158	0.0508252
643.293	0.0496229
643.428	0.0490764
643.563	0.0487485
643.698	0.0497322
643.833	0.0488578
643.968	0.0488578
644.103	0.0496229
644.237	0.0501694
644.372	0.0485299
644.507	0.0495136
644.642	0.0487485
644.777	0.0495136
644.912	0.0510438
645.047	0.0495136
645.182	0.049295
645.317	0.0490764
645.452	0.0487485
645.587	0.0497322
645.722	0.0486392
645.857	0.0510438
645.992	0.048202
646.127	0.0496229
646.262	0.049295
646.397	0.0500601
646.532	0.0488578
646.667	0.0486392
646.802	0.0501694
646.937	0.0486392
647.072	0.0490764
647.207	0.0485299
647.342	0.0486392
647.477	0.0506066
647.612	0.0484206
647.747	0.0500601
647.882	0.0501694
648.017	0.0483113
648.152	0.0507159
648.287	0.0500601
648.422	0.0504973
648.557	0.0476555
648.692	0.0496229
648.827	0.0507159
648.962	0.0499508
649.097	0.0497322
649.232	0.049295
649.367	0.0501694
649.502	0.0504973
649.637	0.0498415
649.772	0.0489671
649.906	0.0490764
650.041	0.0485299
650.176	0.0484206
650.311	0.0489671
650.446	0.0494043
650.581	0.0506066
650.716	0.0490764
650.851	0.0500601
650.986	0.0486392
651.121	0.0484206
651.256	0.049295
651.391	0.0504973
651.526	0.0495136
651.661	0.0491857
651.796	0.0501694
651.931	0.0506066
652.066	0.0502787
652.201	0.0502787
652.336	0.0483113
652.471	0.0480927
652.606	0.0497322
652.741	0.0489671
652.876	0.0496229
653.011	0.0478741
653.146	0.0488578
653.281	0.0496229
653.415	0.0499508
653.55	0.048202
653.685	0.0491857
653.82	0.0490764
653.955	0.0479834
654.09	0.0498415
654.225	0.0488578
654.36	0.0490764
654.495	0.0494043
654.63	0.049295
654.765	0.0497322
654.9	0.0516996
655.035	0.0497322
655.17	0.0491857
655.305	0.0501694
655.44	0.0502787
655.575	0.0500601
655.71	0.0491857
655.845	0.0498415
655.98	0.0502787
656.115	0.0498415
656.25	0.0483113
656.384	0.0485299
656.519	0.0489671
656.654	0.0485299
656.789	0.0506066
656.924	0.0498415
657.059	0.0497322
657.194	0.049295
657.329	0.049295
657.464	0.0495136
657.599	0.0491857
657.734	0.0491857
657.869	0.0494043
658.004	0.0491857
658.139	0.0500601
658.274	0.049295
658.409	0.0499508
658.544	0.0497322
658.679	0.0486392
658.813	0.0459067
658.948	0.0500601
659.083	0.0498415
659.218	0.049295
659.353	0.0489671
659.488	0.0498415
659.623	0.0478741
659.758	0.049295
659.893	0.0479834
660.028	0.0511531
660.163	0.049295
660.298	0.0499508
660.433	0.0489671
660.568	0.0487485
660.703	0.0495136
660.838	0.0502787
660.972	0.0495136
661.107	0.0496229
661.242	0.0499508
661.377	0.0491857
661.512	0.0510438
661.647	0.049295
661.782	0.0478741
661.917	0.0500601
662.052	0.0490764
662.187	0.0496229
662.322	0.0478741
662.457	0.0496229
662.592	0.0483113
662.727	0.0491857
662.862	0.049295
662.996	0.0501694
663.131	0.0483113
663.266	0.0485299
663.401	0.0495136
663.536	0.0497322
663.671	0.0504973
663.806	0.049295
663.941	0.0487485
664.076	0.0487485
664.211	0.0495136
664.346	0.0491857
664.481	0.0485299
664.616	0.0510438
664.75	0.0518089
664.885	0.0501694
665.02	0.0501694
665.155	0.0496229
665.29	0.0499508
665.425	0.0495136
665.56	0.0494043
665.695	0.0508252
665.83	0.0488578
665.965	0.0487485
666.1	0.0506066
666.235	0.0504973
666.37	0.0490764
666.504	0.0497322
666.639	0.0498415
666.774	0.0506066
666.909	0.0500601
667.044	0.0479834
667.179	0.0498415
667.314	0.0475462
667.449	0.0483113
667.584	0.0491857
667.719	0.0507159
667.854	0.0487485
667.989	0.0498415
668.123	0.0487485
668.258	0.0507159
668.393	0.0502787
668.528	0.0488578
668.663	0.0495136
668.798	0.0483113
668.933	0.0509345
669.068	0.0488578
669.203	0.050388
669.338	0.049295
669.473	0.0501694
669.607	0.0472183
669.742	0.0501694
669.877	0.0498415
670.012	0.0496229
670.147	0.0497322
670.282	0.0495136
670.417	0.0484206
670.552	0.0501694
670.687	0.0495136
670.822	0.0499508
670.957	0.0487485
671.091	0.0501694
671.226	0.0496229
671.361	0.0497322
671.496	0.049295
671.631	0.049295
671.766	0.049295
671.901	0.0489671
672.036	0.0499508
672.171	0.0496229
672.306	0.0489671
672.44	0.0495136
672.575	0.0487485
672.71	0.0490764
672.845	0.0510438
672.98	0.0495136
673.115	0.0496229
673.25	0.0497322
673.385	0.0487485
673.52	0.0494043
673.655	0.0500601
673.789	0.0490764
673.924	0.0489671
674.059	0.050388
674.194	0.0496229
674.329	0.0499508
674.464	0.0487485
674.599	0.0506066
674.734	0.0498415
674.869	0.0499508
675.003	0.0474369
675.138	0.0500601
675.273	0.0501694
