Source: Spectrum Viewer

Chart: Pulse Spectrum

Series: 
Wavelength (nm)	S (a.u.)
617.638	0.0290288
617.773	0.0283936
617.908	0.0289017
618.043	0.0295369
618.178	0.0285206
618.313	0.0292829
618.448	0.0293464
618.583	0.028203
618.718	0.0285841
618.853	0.0284571
618.988	0.0293464
619.123	0.0278219
619.258	0.0292829
619.394	0.0290923
619.529	0.0289017
619.664	0.029664
619.799	0.0292193
619.934	0.0287747
620.069	0.0286477
620.204	0.0289653
620.339	0.0285841
620.474	0.0285206
620.609	0.0293464
620.744	0.0289653
620.879	0.0291558
621.014	0.0293464
621.149	0.0285841
621.284	0.0285206
621.419	0.0285206
621.554	0.0284571
621.689	0.0285206
621.825	0.0289653
621.96	0.0286477
622.095	0.0291558
622.23	0.0284571
622.365	0.0288382
622.5	0.0285841
622.635	0.0278854
622.77	0.0283936
622.905	0.0294734
623.04	0.0289653
623.175	0.0289017
623.31	0.0279489
623.445	0.028076
623.58	0.0292829
623.715	0.0284571
623.85	0.0293464
623.985	0.0288382
624.12	0.0292829
624.255	0.0291558
624.39	0.0289653
624.525	0.0290288
624.661	0.0290923
624.796	0.0290923
624.931	0.0288382
625.066	0.0283936
625.201	0.0287112
625.336	0.0274408
625.471	0.0291558
625.606	0.0287112
625.741	0.0282665
625.876	0.0294734
626.011	0.0289017
626.146	0.0289017
626.281	0.0287747
626.416	0.0285206
626.551	0.0285841
626.686	0.0288382
626.821	0.0283301
626.956	0.0286477
627.091	0.0286477
627.226	0.0291558
627.361	0.0288382
627.496	0.0299816
627.631	0.0292829
627.766	0.0283301
627.901	0.0290288
628.036	0.0287747
628.171	0.029791
628.307	0.0297275
628.442	0.0287112
628.577	0.0289017
628.712	0.0284571
628.847	0.0287747
628.982	0.028076
629.117	0.0288382
629.252	0.0291558
629.387	0.0274408
629.522	0.0289017
629.657	0.0290288
629.792	0.0288382
629.927	0.0293464
630.062	0.0290288
630.197	0.0296005
630.332	0.0294099
630.467	0.0293464
